ID,ESTATUS,OPTIMIZADA
47569228573,in_container,B6_AM3
47570500886,in_container,B2_AM3
47577972187,in_container,H4_AM3
47572231443,in_container,G7_AM3
47577587109,in_container,H2_AM3
47556191496,,
47575937761,in_container,B7_AM3
47571218889,in_container,D1_AM3
47567715218,,
47561935381,,
47571460288,sorting,
47563769567,,
47570211441,sorting,
47567437557,in_container,G1_AM3
47563673388,in_container,C1_AM3
47563469083,in_container,B7_AM3
47557708994,,
47571810218,in_container,G7_AM3
47575644031,in_container,B2_AM3
47570585994,in_container,A1_AM3
47574927441,in_container,C7_AM3
47559042272,sorting,
47570993321,in_container,A5_AM3
47555041958,,
47571742056,sorting,
47556945651,,D7_AM3
47555472903,,
47567302297,,
47560267869,sorting,
47572181966,in_container,C1_AM3
47576629153,in_container,B3_AM3
47569330122,in_container,F7_AM3
47569834110,in_container,C4_AM3
47576779406,in_container,C8_AM3
47576471804,,
47557800092,,J1_AM1
47576221445,in_container,D9_AM3
47569258836,in_container,A10_AM3
47568221238,,
47571812013,in_container,B6_AM3
47566965324,,
47577489503,in_container,A1_AM3
47557926016,in_container,C1_AM3
47574192425,in_container,C2_AM3
47578264039,sorting,F8_AM3
47575847610,in_container,C6_AM3
47563512336,,
47557147448,in_container,F5_AM3
47568648962,in_container,A3_AM3
47565809303,,
47574926153,in_container,D3_AM3
47571699771,in_container,D8_AM3
47573630844,in_container,H2_AM3
47569349391,,
47571211709,sorting,
47572172504,,
47573993340,in_container,D2_AM3
47571679216,sorting,
47571485039,in_container,B3_AM3
47575432861,in_container,
47564863548,sorting,
47569172270,sorting,
47567488557,sorting,F9_AM3
47577975558,in_container,F4_AM3
47567530764,,C1_AM3
47575858334,,
47571831004,in_container,H2_AM3
47570153301,in_container,B2_AM3
47577988964,in_container,D2_AM3
47563582392,in_container,D1_AM3
47572066016,in_container,C2_AM3
47577130540,in_container,F7_AM3
47576782989,in_container,D1_AM3
47573588712,in_container,F3_AM3
47571588726,sorting,C2_AM3
47570508282,in_container,
47571746366,sorting,
47567575630,,C1_AM3
47567413019,sorting,
47567276519,sorting,
47572016854,,
47578530890,in_container,G8_AM3
47574763814,in_container,G5_AM3
47580149778,in_container,D1_AM3
47564062391,in_container,A7_AM3
47572344714,,
47550623971,,
47570027673,sorting,A8_AM3
47571293081,sorting,
47570911635,sorting,
47572217320,,
47566523077,in_container,G1_AM3
47576862034,in_container,H2_AM3
47558864150,sorting,
47563138696,in_container,C5_AM3
47575594615,sorting,
47569196022,,D3_AM3
47575539336,sorting,F4_AM3
47578604169,sorting,C1_AM3
47576805892,in_container,D9_AM3
47575443675,,
47567727793,,
47571686723,in_container,C7_AM3
47569097208,in_container,F2_AM3
47553645951,,B9_AM3
47575651724,in_container,G1_AM3
47560259605,,
47562790948,in_container,B1_AM3
47555096529,in_container,H5_AM3
47563279073,in_container,C4_AM3
47568804106,in_container,B9_AM3
47574777729,in_container,G2_AM3
47571502572,in_container,C7_AM3
47559663201,,
47556219514,,H1_AM3
47575574701,in_container,G4_AM3
47575029677,,D2_AM3
47575184299,in_container,D4_AM3
47576934846,in_container,C4_AM3
47572182278,in_container,C9_AM3
47572213326,in_container,H2_AM3
47574074981,in_container,G4_AM3
47572051173,,
47567621885,in_container,G10_AM3
47568219401,in_container,G3_AM3
47571945225,in_container,D5_AM3
47567118382,,
47568645442,in_container,H2_AM3
47552117044,,
47550877954,,
47563477254,in_container,B8_AM3
47576856179,in_container,
47563618486,in_container,H1_AM3
47560967714,in_container,A7_AM3
47574612889,sorting,
47566672694,in_container,D8_AM3
47575350866,in_container,G4_AM3
47570184032,in_container,H1_AM3
47568828240,sorting,
47575922207,sorting,D5_AM3
47577135653,in_container,D4_AM3
47569179460,in_container,C4_AM3
47566369763,,F6_AM3
47557865551,in_container,A6_AM3
47566376250,in_container,C9_AM3
47575602236,sorting,
47576447457,in_container,G3_AM3
47567474602,in_container,A3_AM3
47569158569,in_container,H5_AM3
47578675160,in_container,A8_AM3
47576964811,in_container,D7_AM3
47571248520,sorting,
47571779371,,
47560988356,,
47572080845,in_container,D8_AM3
47574467730,in_container,B8_AM3
47576548349,in_container,
47579885352,in_container,G2_AM3
47577556013,in_container,G2_AM3
47571957993,in_container,B2_AM3
47571023668,in_container,D6_AM3
47560575939,,
47572702615,,
47563251689,,
47562075022,sorting,
47569843065,,A3_AM3
47576116922,sorting,A6_AM3
47572127534,in_container,G5_AM3
47577061935,in_container,F4_AM3
47574164241,in_container,A7_AM3
47576616203,in_container,G4_AM3
47571996556,,
47555828664,,C9_AM3
47561618717,sorting,G7_AM3
47576867058,,F3_AM3
47578150140,in_container,F2_AM3
47556389775,,D2_AM3
47569547633,sorting,
47563514377,in_container,D1_AM3
47574390100,,
47570037686,in_container,H1_AM3
47577324741,in_container,H5_AM3
47572251235,in_container,B5_AM3
47577495581,in_container,F2_AM3
47550215520,,D6_AM3
47571861591,in_container,B1_AM3
47571279014,in_container,F5_AM3
47571877170,in_container,
47556878746,,G6_AM3
47576641353,,
47567184072,in_container,B4_AM3
47567040970,in_container,G1_AM3
47555741932,in_container,H6_AM3
47559748427,sorting,
47578097323,in_container,F4_AM3
47569086257,in_container,B9_AM3
47568170033,,
47541732913,,F1_AM3
47566867205,sorting,
47563408257,,
47570555351,in_container,G6_AM3
47575155503,sorting,
47572004299,in_container,C1_AM3
47576629757,,
47563402905,,
47568744175,,
47569172140,in_container,B1_AM3
47568710081,in_container,F6_AM3
47574965643,in_container,F6_AM3
47570095431,in_container,H4_AM3
47557999283,sorting,
47576717436,,C6_AM3
47572345364,sorting,
47567373365,in_container,D1_AM3
47574569241,,
47576521118,,
47570887796,in_container,D5_AM3
47575303675,,C9_AM3
47574814901,,B8_AM3
47514381082,,G10_AM3
47572584769,in_container,C5_AM3
47575944970,,A2_AM3
47527663111,in_container,B6_AM3
47569080555,in_container,D5_AM3
47554336630,,
47571444161,sorting,H1_AM2
47576813930,in_container,B7_AM3
47571773171,in_container,H1_AM3
47577098777,sorting,
47572235520,sorting,
47571945693,sorting,
47577673311,in_container,C3_AM3
47563523498,in_container,F4_AM3
47570727135,,
47556061898,,
47569477309,in_container,G6_AM3
47567261340,sorting,A9_AM3
47577003266,in_container,G2_AM3
47548659435,,A10_AM3
47576917846,,B7_AM3
47575541406,in_container,D2_AM3
47568910917,in_container,H1_AM3
47563618392,,
47577420201,in_container,B4_AM3
47566454047,,
47558189048,in_container,B3_AM3
47558119648,sorting,G2_AM3
47571078208,in_container,C2_AM3
47563628559,in_container,G2_AM3
47574567160,in_container,F3_AM3
47575586759,sorting,
47575321556,in_container,
47568020279,in_container,D7_AM3
47576859646,sorting,
47575924291,in_container,A2_AM3
47548509184,,A1_AM3
47572374132,,
47571699781,,
47570784676,in_container,G6_AM3
47576946928,sorting,
47566706482,sorting,
47571915917,in_container,G4_AM3
47575288751,in_container,C7_AM3
47571488268,in_container,A10_AM3
47566652824,sorting,
47571300823,sorting,
47563427261,sorting,
47559989781,in_container,
47571726288,in_container,F3_AM3
47570123670,in_container,H7_AM3
47576674237,,
47578152519,in_container,F3_AM3
47570919531,in_container,B2_AM3
47570904944,in_container,
47572243644,in_container,G4_AM3
47570206009,sorting,F9_AM3
47575459648,sorting,
47576596705,,
47567417098,,
47572236336,in_container,B8_AM3
47577239071,in_container,B4_AM3
47563725795,,
47578537337,in_container,A4_AM3
47552094154,,D1_AM3
47571701807,in_container,A7_AM3
47572039217,in_container,A2_AM3
47580315918,in_container,A10_AM3
47572171120,,
47550602259,,A5_AM3
47562643312,sorting,
47569696204,,H4_AM3
47571686742,sorting,
47573905616,in_container,G4_AM3
47568230214,in_container,A4_AM3
47577828931,in_container,D8_AM3
47573972458,,H8_AM3
47574375854,sorting,
47571336819,in_container,A6_AM3
47572092056,,
47563550465,,
47565640490,sorting,
47576542733,,A9_AM3
47569186702,in_container,B2_AM3
47577599180,in_container,F2_AM3
47576093440,,
47570319127,sorting,
47576959024,in_container,A4_AM3
47571313696,sorting,
47558326382,sorting,
47577348204,in_container,B3_AM3
47557108358,,
47575446603,in_container,G1_AM3
47578269696,in_container,B5_AM3
47571830451,in_container,G3_AM3
47569070894,in_container,D2_AM3
47570719361,in_container,G1_AM3
47569153202,in_container,
47558857047,sorting,
47570254923,in_container,F2_AM3
47576629799,in_container,A2_AM3
47576929886,in_container,B2_AM3
47571690083,,
47568976261,sorting,
47577072423,in_container,H1_AM3
47571012780,in_container,A9_AM3
47578016144,in_container,F5_AM3
47562827446,,
47571595785,,
47569387446,,H7_AM3
47578162060,in_container,D6_AM3
47567060814,in_container,F3_AM3
47575719059,sorting,A6_AM3
47572266620,in_container,A2_AM3
47576558617,in_container,G6_AM3
47574299672,sorting,
47571751276,,
47568528651,sorting,
47572324102,,
47569591908,in_container,F5_AM3
47576025885,in_container,A7_AM3
47574509897,,
47570922267,in_container,A6_AM3
47572524150,in_container,G3_AM3
47578658920,in_container,G9_AM3
47568855440,sorting,
47576379146,in_container,D6_AM3
47571253399,in_container,G10_AM3
47567930049,,
47571879118,in_container,H1_AM3
47567233733,in_container,B1_AM3
47571047054,in_container,H7_AM3
47560755126,in_container,C2_AM3
47563646758,sorting,B3_AM3
47571893404,,
47575359797,in_container,G9_AM3
47572228274,sorting,
47576927874,in_container,H2_AM3
47554527485,,
47563142218,sorting,
47572666649,in_container,F3_AM3
47568592522,in_container,F2_AM3
47569588809,,
47571777375,in_container,A9_AM3
47574480380,sorting,
47562239787,in_container,
47577422004,in_container,F4_AM3
47580529635,sorting,
47563175220,sorting,
47569124640,sorting,G9_AM3
47564878720,,
47572164124,in_container,F2_AM3
47569650291,,
47576782146,sorting,
47572827000,sorting,
47568241005,sorting,H8_AM3
47568403548,sorting,B2_AM3
47551425450,,
47574029402,in_container,C3_AM3
47577164041,in_container,G7_AM3
47575202807,in_container,C2_AM3
47576310789,,
47568020353,sorting,D7_AM3
47576055392,in_container,
47571623421,sorting,F8_AM3
47576814032,,
47578723810,in_container,F7_AM3
47563841078,,
47580259544,sorting,
47570442273,sorting,
47577050778,in_container,A7_AM3
47576735648,in_container,B9_AM3
47563762956,in_container,D1_AM3
47578577245,in_container,D6_AM3
47576946228,in_container,H3_AM3
47576842740,in_container,C4_AM3
47569650227,sorting,B7_AM2
47577319752,in_container,B4_AM3
47575093000,in_container,B9_AM3
47571499918,in_container,
47576904709,sorting,
47571899366,,
47563225785,in_container,B8_AM3
47557767508,,A7_AM3
47557767508,,A5_AM1
47571634866,sorting,A9_AM3
47571441220,in_container,C7_AM3
47576402112,sorting,
47556743526,,D1_AM3
47575678557,in_container,C6_AM3
47575236749,in_container,
47571090800,sorting,
47576232739,sorting,F8_AM3
47563125244,in_container,B9_AM3
47556117394,,
47571874943,sorting,
47563722278,sorting,
47577098319,in_container,H8_AM3
47569406083,,
47567695522,in_container,
47567190997,in_container,H4_AM3
47569942446,sorting,
47576277306,in_container,A7_AM3
47570860301,in_container,G5_AM3
47566455367,in_container,A2_AM3
47563342971,,
47577430260,sorting,
47572562226,in_container,D5_AM3
47578245854,in_container,A3_AM3
47571142473,sorting,
47575555898,in_container,C9_AM3
47571301084,in_container,B9_AM3
47570184187,in_container,G6_AM3
47570781022,in_container,B8_AM3
47571343647,,
47570815031,,
47569668319,,
47553432206,,C1_AM3
47569052610,sorting,
47571968114,,
47576711405,in_container,A4_AM3
47567467313,,
47571938061,,A9_AM3
47575158157,,
47567424416,in_container,H6_AM3
47572121969,,
47549715608,,G9_AM3
47562646022,in_container,G2_AM3
47571290528,in_container,G6_AM3
47576332139,in_container,C9_AM3
47551721294,,
47561544545,,
47575541306,in_container,F4_AM3
47553844112,,
47573872841,sorting,
47571274737,in_container,B6_AM3
47573667598,in_container,A8_AM3
47558033000,,
47576937932,in_container,
47576255603,,
47576661198,in_container,A4_AM3
47578048410,in_container,F6_AM3
47571847166,in_container,D3_AM3
47577568112,in_container,F1_AM3
47569010822,in_container,F1_AM3
47555835792,,C9_AM3
47569869439,in_container,D1_AM3
47572613063,in_container,A6_AM3
47571530649,in_container,
47556478168,,
47570786536,in_container,H4_AM3
47572073101,,
47572278714,in_container,F2_AM3
47567821313,in_container,C4_AM3
47568533785,sorting,
47570968002,,
47577328318,in_container,F4_AM3
47572034367,,F2_AM3
47571500083,in_container,G7_AM3
47571600965,in_container,G10_AM3
47563413450,in_container,H2_AM3
47569800406,sorting,D8_AM3
47566801325,sorting,B2_AM3
47570940773,,
47571849996,in_container,D1_AM3
47572236602,in_container,C8_AM3
47557754357,sorting,
47576165099,in_container,C2_AM3
47560701488,,
47577694568,in_container,D8_AM3
47554343610,,B7_AM1
47554343610,,C5_AM3
47577754863,in_container,H4_AM3
47572694351,sorting,
47577843284,in_container,D4_AM3
47570923535,in_container,D4_AM3
47571556240,in_container,F3_AM3
47572080436,,
47571815594,in_container,A4_AM3
47563382139,in_container,G7_AM3
47553365410,,
47576664675,in_container,H1_AM3
47576121786,in_container,H1_AM3
47574769210,sorting,
47563740046,in_container,D1_AM3
47563385803,sorting,
47556106965,in_container,B6_AM3
47568231127,in_container,F3_AM3
47563434035,,D3_AM3
47572016801,sorting,
47578704390,in_container,F2_AM3
47567781420,sorting,
47576843277,in_container,A2_AM3
47557123421,,B2_AM3
47566443238,in_container,H3_AM3
47577007238,in_container,B7_AM3
47556434943,,C2_AM3
47576837901,in_container,D4_AM3
47575040216,in_container,C3_AM3
47563173774,sorting,
47569097260,,
47563209048,sorting,
47571720500,in_container,B3_AM3
47575752894,in_container,G1_AM3
47577087010,,
47575343453,,
47560718228,sorting,A7_AM3
47563348072,in_container,B9_AM3
47574471692,in_container,A10_AM3
47567590570,sorting,
47576141323,sorting,
47566201255,sorting,
47572035860,in_container,C6_AM3
47563603969,in_container,B9_AM3
47571426972,in_container,B1_AM3
47570086616,in_container,C2_AM3
47571563676,in_container,B7_AM3
47563288101,sorting,
47576136477,,
47562933847,,B8_AM3
47576948836,in_container,A1_AM3
47576918431,sorting,
47556897024,,
47563880356,in_container,C3_AM3
47571327712,in_container,C6_AM3
47568422133,in_container,F3_AM3
47563927058,,
47559419885,in_container,G8_AM3
47570900029,in_container,D2_AM3
47578351950,sorting,H5_AM3
47577219671,in_container,A5_AM3
47566779437,in_container,
47559274837,in_container,G2_AM3
47578048434,in_container,F2_AM3
47571292287,in_container,H3_AM3
47571860851,,
47576341145,in_container,D6_AM3
47576324846,,A4_AM3
47576329665,sorting,
47568656083,sorting,
47571554060,,
47575582363,in_container,H5_AM3
47577972362,in_container,D6_AM3
47575009347,sorting,
47576692567,in_container,H1_AM3
47574996199,in_container,B7_AM3
47572302246,sorting,
47563834164,in_container,B2_AM3
47567584241,in_container,D2_AM3
47546532586,,D5_AM3
47574515715,,G1_AM3
47577321323,in_container,G2_AM3
47577891713,in_container,C3_AM3
47569175424,in_container,H6_AM3
47566111180,sorting,
47567717025,in_container,G10_AM3
47551740552,in_container,C9_AM3
47576028163,sorting,
47576099482,in_container,F6_AM3
47577589642,,C3_AM3
47571961113,in_container,F3_AM3
47552075708,,
47577820124,in_container,F4_AM3
47550613912,,
47566928802,in_container,D6_AM3
47576688994,in_container,G2_AM3
47555101869,,A7_AM3
47575285873,sorting,
47576946968,in_container,B3_AM3
47570320467,in_container,G4_AM3
47557442829,,
47571487725,in_container,G5_AM3
47569978484,,A9_AM3
47550858190,sorting,
47575455895,in_container,F1_AM3
47571351246,in_container,B9_AM3
47555029164,,
47557832776,,
47570959708,in_container,D7_AM3
47570998566,in_container,
47571313752,sorting,
47568439105,in_container,B8_AM3
47562338431,sorting,
47579212689,in_container,C1_AM3
47572321948,in_container,G10_AM3
47575799206,in_container,G2_AM3
47575026624,in_container,C4_AM3
47578384226,in_container,C7_AM3
47568774776,sorting,F3_AM3
47569440927,,
47561338331,in_container,H6_AM3
47571689731,sorting,
47571130640,in_container,A9_AM3
47571863192,sorting,
47568450687,,
47570868906,in_container,A7_AM3
47573680338,sorting,H2_AM3
47563886400,,
47557211015,sorting,
47563369967,sorting,
47571830666,in_container,A5_AM3
47576149491,in_container,C3_AM3
47577085888,in_container,G3_AM3
47571725705,sorting,
47577401911,in_container,A7_AM3
47563067257,,
47563140829,in_container,G8_AM3
47568390049,sorting,
47568702744,sorting,H8_AM3
47572237262,in_container,C3_AM3
47577442371,in_container,C4_AM3
47574514728,,D5_AM3
47563725520,sorting,D3_AM3
47575752674,in_container,D3_AM3
47557963760,in_container,
47577079445,in_container,A9_AM3
47561648576,in_container,G10_AM3
47561648576,in_container,F1_AM2
47563286339,,
47571219623,sorting,
47576624407,sorting,
47554917195,in_container,H3_AM3
47577084486,in_container,F4_AM3
47571253261,in_container,C8_AM3
47571706604,sorting,B1_AM3
47565141531,,
47577959560,in_container,H4_AM3
47576031093,in_container,B6_AM3
47565484341,in_container,G1_AM3
47563747636,in_container,A4_AM3
47574694644,sorting,
47547885251,,
47564627596,in_container,C1_AM3
47572023541,in_container,A2_AM3
47579542271,in_container,F5_AM3
47576659855,in_container,C8_AM3
47575338561,in_container,D7_AM3
47574344952,,
47549063241,,B5_AM3
47565668496,sorting,C3_AM3
47553513234,,
47571564599,in_container,H2_AM3
47564003480,,
47554670931,,
47556663001,,
47571578823,in_container,A10_AM3
47550117757,,
47557905073,,
47566594584,in_container,B5_AM3
47568955098,in_container,A4_AM3
47569850690,in_container,
47576449199,,
47580057709,sorting,H1_AM2
47576986770,,
47571662697,,
47572307432,in_container,C2_AM3
47575097171,sorting,
47556453769,,
47566341594,,
47568493735,in_container,D6_AM3
47561413413,in_container,A1_AM3
47578258687,in_container,A7_AM3
47524806869,,F2_AM3
47572055862,,F4_AM3
47569000978,,
47551811082,,G2_AM3
47577260172,in_container,G3_AM3
47577018691,in_container,D3_AM3
47571202346,in_container,G3_AM3
47571742265,sorting,
47579871654,in_container,F5_AM3
47577715282,in_container,F3_AM3
47576807735,,H8_AM3
47569529065,in_container,G3_AM3
47578098935,in_container,F6_AM3
47534601307,,
47570227697,in_container,
47566054811,,
47577833787,in_container,H1_AM3
47572293542,in_container,A8_AM3
47572778099,in_container,D1_AM3
47564917129,,
47491069736,,
47571879131,in_container,D5_AM3
47571873935,in_container,G4_AM3
47542236171,,A6_AM3
47576198402,,
47567577454,sorting,
47572059162,sorting,D6_AM3
47576928477,in_container,C3_AM3
47576107761,in_container,D8_AM3
47570607390,sorting,
47577953653,in_container,H1_AM3
47571091631,in_container,H2_AM3
47519526026,sorting,
47560920888,sorting,G4_AM3
47575492205,sorting,
47574532362,,D4_AM3
47574735347,in_container,D1_AM3
47571503237,,
47575854300,in_container,B3_AM3
47563262431,,
47536324726,,
47561877904,in_container,F1_AM3
47508333388,in_container,B4_AM3
47576702243,,
47575873924,in_container,D6_AM3
47576989715,in_container,D1_AM3
47571671459,in_container,B1_AM3
47577097420,sorting,H6_AM3
47564905584,sorting,
47562903667,in_container,B4_AM3
47566042953,,
47573224251,,
47570927224,,
47576570601,,A5_AM3
47571598375,,
47558773306,,
47571942601,in_container,B9_AM3
47563074663,sorting,G9_AM3
47570180677,sorting,
47555060583,,
47578668446,in_container,A5_AM3
47568716221,,
47563587290,,
47557941662,in_container,D4_AM3
47575620016,in_container,A4_AM3
47571895935,sorting,
47555469805,,A10_AM3
47563069689,in_container,H5_AM3
47561364043,in_container,G10_AM3
47561364043,in_container,F1_AM2
47576280641,,
47567338551,sorting,
47576942007,in_container,A4_AM3
47576864062,in_container,C9_AM3
47571684357,,H8_AM3
47563283509,in_container,H4_AM3
47569268938,,C4_AM3
47577449378,in_container,C6_AM3
47567132843,sorting,A8_AM3
47568499577,sorting,H7_AM3
47547961367,,
47573646180,in_container,F3_AM3
47570094515,sorting,A4_AM3
47576999912,in_container,C1_AM3
47576329344,,B1_AM3
47575285669,in_container,H4_AM3
47575039561,in_container,A5_AM3
47555424582,,
47568480523,in_container,C3_AM3
47548211460,,
47547819876,,
47573689242,in_container,H8_AM3
47578664931,in_container,F3_AM3
47563473943,sorting,
47571821614,sorting,A5_AM3
47568557693,in_container,A3_AM3
47566330510,in_container,
47576199463,in_container,B1_AM3
47576287912,in_container,
47571738222,,
47572859721,in_container,
47572199191,in_container,B2_AM3
47551510149,,
47570081058,in_container,A1_AM3
47571954509,in_container,B5_AM3
47557397253,,B6_AM3
47576854440,in_container,C1_AM3
47568589366,in_container,H7_AM3
47571749550,,
47575544251,in_container,C1_AM3
47571411439,,
47566949003,in_container,C7_AM3
47571738934,in_container,A10_AM3
47576679087,,
47576640420,in_container,D1_AM3
47563296624,sorting,
47565917695,sorting,
47573434390,in_container,A4_AM3
47572348979,sorting,
47556309072,,
47568566148,in_container,B2_AM3
47574939152,,
47560158734,in_container,D1_AM3
47571268868,,F1_AM3
47577023585,in_container,G1_AM3
47571138830,in_container,D8_AM3
47563862864,,
47565668460,sorting,
47577828822,in_container,B4_AM3
47563656474,sorting,
47569344191,,
47561085412,in_container,A7_AM3
47561085412,in_container,A5_AM1
47577164290,sorting,H5_AM3
47576173149,in_container,D3_AM3
47576901667,in_container,B8_AM3
47569905600,in_container,C8_AM3
47571758178,in_container,B9_AM3
47556908568,,D4_AM3
47569535464,sorting,
47577096563,in_container,B8_AM3
47576157157,in_container,C6_AM3
47573951904,in_container,B6_AM3
47559869335,,
47573524833,in_container,C1_AM3
47563709242,,G4_AM3
47571302115,in_container,H5_AM3
47569465359,in_container,A3_AM3
47568409854,in_container,G2_AM3
47568981356,sorting,
47578367068,in_container,B2_AM3
47567622363,in_container,G1_AM3
47571819390,in_container,F3_AM3
47571932343,in_container,H6_AM3
47570447182,sorting,
47568972077,,
47571535901,in_container,A6_AM3
47534404165,,B4_AM3
47569095527,in_container,A7_AM3
47562881123,,
47576897315,in_container,B7_AM3
47571894745,in_container,B1_AM3
47568848385,,
47563141096,in_container,H1_AM3
47579824424,sorting,
47576500467,in_container,F1_AM3
47567751923,in_container,B7_AM3
47575695838,in_container,D3_AM3
47568698677,sorting,
47567557249,sorting,
47575190256,in_container,H4_AM3
47568694014,in_container,A5_AM3
47563463595,,
47576703947,in_container,B5_AM3
47548950290,,D1_AM3
47503773091,,D1_AM3
47576628897,in_container,G6_AM3
47575615112,in_container,G4_AM3
47576298232,in_container,A1_AM3
47571405250,sorting,
47561296620,sorting,
47566919451,in_container,C1_AM3
47572179006,in_container,D4_AM3
47577111171,in_container,G5_AM3
47574868774,sorting,
47572143248,,
47574431524,in_container,D8_AM3
47571898675,in_container,G6_AM3
47536186723,in_container,A1_AM3
47570856582,in_container,G4_AM3
47556915148,,D6_AM3
47551572786,,B2_AM3
47571692277,in_container,C8_AM3
47576848048,sorting,B2_AM1
47567674245,in_container,G1_AM3
47563076809,sorting,
47571593221,in_container,H3_AM3
47574282453,,D4_AM3
47567935794,in_container,B8_AM3
47570598513,in_container,G1_AM3
47570069354,sorting,G1_AM3
47578872988,in_container,D1_AM3
47557552336,,
47572010672,sorting,
47555452133,,F2_AM3
47576711762,sorting,F4_AM3
47576063100,in_container,C1_AM3
47574764852,sorting,F3_AM3
47571313848,sorting,
47570617278,in_container,A2_AM3
47569207802,sorting,
47570186285,in_container,D7_AM3
47576247354,in_container,H4_AM3
47556476844,,
47556225811,,
47571922339,in_container,C9_AM3
47577899734,in_container,D7_AM3
47571916259,sorting,
47562499303,,B9_AM3
47572987349,sorting,A8_AM3
47560487193,,A2_AM3
47577942745,in_container,F3_AM3
47571291790,,
47569258574,sorting,D7_AM3
47569046982,,H2_AM3
47563382188,,
47573821924,in_container,A6_AM3
47571949366,in_container,H4_AM3
47577824254,sorting,B7_AM1
47577734254,in_container,G4_AM3
47575161449,in_container,
47567351566,sorting,
47556896943,,B1_AM3
47574515609,in_container,A1_AM3
47563390981,in_container,B5_AM3
47577130574,in_container,F7_AM3
47571963709,in_container,A1_AM3
47570213824,,
47570894647,in_container,B9_AM3
47575056537,in_container,D3_AM3
47575831754,in_container,B6_AM3
47567027283,in_container,B4_AM3
47568112650,sorting,
47568232927,in_container,B7_AM3
47568186834,,
47572122880,sorting,
47570074574,in_container,G4_AM3
47576640292,in_container,C1_AM3
47577823759,in_container,C2_AM3
47571868444,in_container,F3_AM3
47561097961,sorting,D5_AM3
47577655788,in_container,A8_AM3
47576734785,in_container,A3_AM3
47576048777,in_container,G5_AM3
47576315963,in_container,D3_AM3
47571835097,in_container,A7_AM3
47575936829,in_container,A8_AM3
47576109529,in_container,D3_AM3
47574164265,in_container,
47567225835,,
47575646190,sorting,B3_AM3
47561274916,sorting,A3_AM3
47568678198,in_container,H4_AM3
47554613801,,
47572116236,,
47571127026,in_container,B1_AM3
47578600963,in_container,F3_AM3
47570475252,in_container,G1_AM3
47570964554,sorting,C1_AM3
47570997288,in_container,F4_AM3
47570078472,,
47570878232,,
47571791021,in_container,C2_AM3
47571045402,in_container,C3_AM3
47570450305,in_container,B3_AM3
47579050956,in_container,G2_AM3
47577321341,in_container,F1_AM3
47571874897,in_container,A8_AM3
47571113479,sorting,G7_AM3
47575911665,in_container,
47571141723,in_container,G9_AM3
47563656370,sorting,
47571629018,sorting,
47568985952,in_container,B5_AM3
47574067276,sorting,H4_AM3
47570311201,,
47570100231,in_container,
47558619211,in_container,F2_AM3
47563416768,,
47560677320,sorting,
47571514553,sorting,
47575394653,in_container,H7_AM3
47571948422,,
47557733431,sorting,
47576754957,,
47576232240,in_container,G5_AM3
47557677678,,G1_AM3
47549727323,,
47563808072,in_container,C1_AM3
47572367438,in_container,
47568754170,in_container,G3_AM3
47555867900,,
47576538442,in_container,C2_AM3
47567566655,in_container,C3_AM3
47576999648,in_container,C1_AM3
47576659947,,C3_AM3
47560617622,sorting,
47571355532,,
47554093273,,
47568565542,,
47568995711,,
47556074439,,D8_AM3
47576086577,,B7_AM3
47574444564,sorting,
47576219568,,C6_AM3
47567886665,,
47554726127,in_container,D3_AM3
47575879524,sorting,D5_AM3
47568459253,sorting,
47576640248,,
47576494585,sorting,
47570271717,in_container,D2_AM3
47570299576,sorting,F1_AM3
47570398867,in_container,D8_AM3
47571151841,,D6_AM3
47570704950,in_container,H1_AM3
47576697179,in_container,G9_AM3
47569228869,in_container,A7_AM3
47535751616,,
47576879376,in_container,A10_AM3
47543286586,in_container,G2_AM3
47574801092,in_container,B6_AM3
47570570486,sorting,
47575176899,in_container,G5_AM3
47577207384,in_container,A3_AM3
47577178278,in_container,A5_AM3
47571903098,in_container,C7_AM3
47570110531,in_container,G9_AM3
47572050302,in_container,D2_AM3
47573762452,,
47556792381,,
47551487635,,A1_AM3
47576471874,,
47571128257,in_container,H3_AM3
47567568283,in_container,H1_AM3
47563363030,sorting,
47573337736,sorting,
47575808401,sorting,
47555598417,,B8_AM3
47564392059,in_container,D1_AM3
47554924932,,H3_AM3
47569728035,,
47552164798,,
47574814514,sorting,
47563422679,in_container,D1_AM3
47571798608,in_container,C8_AM3
47557926749,sorting,A2_AM3
47571160369,in_container,
47571923537,in_container,G6_AM3
47575133531,in_container,C7_AM3
47557553189,,H3_AM3
47560715970,in_container,A3_AM3
47572060732,in_container,H8_AM3
47448731789,,
47569020319,sorting,
47539464010,sorting,
47575540915,in_container,G1_AM3
47563490566,sorting,
47572008696,sorting,
47577180788,,
47551493608,,
47576965683,,
47571534698,in_container,F2_AM3
47462042575,in_container,F5_AM3
47574240540,in_container,A8_AM3
47576972475,in_container,G9_AM3
47571861610,,C1_AM3
47563036483,,
47564816264,in_container,G3_AM3
47572084974,in_container,D2_AM3
47570719325,sorting,D9_AM3
47571165407,sorting,
47566917627,in_container,C3_AM3
47578335229,in_container,A1_AM3
47570033190,sorting,D8_AM3
47576930317,,
47576315776,in_container,D4_AM3
47563720865,,
47571684463,,
47575373434,sorting,
47571879112,in_container,F4_AM3
47575379598,in_container,H1_AM3
47570957391,sorting,
47563337445,,
47562945396,in_container,G4_AM3
